entity,code,year,all_death,neoplasms,ratio,death_rate,gdp,population,sales_of_cigarettes_per_adult_per_day,annual_co2_emissions_tonnes
Australia,AUS,1998,121617,36234,0.2979353215422186,152.2101781173495,35940.0171358725,18587027,5.400000095367432,334684106.5
Australia,AUS,1999,121706,36561,0.3004042528716744,149.44776268045038,37334.4752293048,18788187,5.099999904632568,344063336.2
Australia,AUS,2000,122290,37009,0.30263308528906696,147.1855742243804,38343.002147534,18991434,4.900000095367432,350194581.8
Australia,AUS,2001,122934,37485,0.3049197130167407,144.7300079781301,38559.9041923683,19194676,4.5,357668742.8
Australia,AUS,2002,124778,38098,0.3053262594367597,142.96944349245896,39616.3360972665,19401366,4.300000190734863,362209093.8
Australia,AUS,2003,124653,37909,0.30411622664516696,138.46482302823242,40298.8860528145,19624163,4.5,369725835.4
Australia,AUS,2004,124483,39058,0.31376171846758194,138.74177344703193,41449.8419535385,19879654,4.300000190734863,383204944.7
Australia,AUS,2005,124441,39704,0.3190588310926463,137.1553159227725,42217.136349705,20178543,4.199999809265137,386515211.6
Australia,AUS,2006,126024,40546,0.3217323684377579,135.98329400300665,42761.4056075413,20526300,4.099999904632568,392681873.2
Australia,AUS,2007,129287,41904,0.32411611376240457,136.69524023513912,44128.727085347,20916339,4.099999904632568,400415729.4
Australia,AUS,2008,131715,43049,0.3268344531754166,136.84120833743071,44835.3614074555,21332293,4.199999809265137,405048537.2
Australia,AUS,2009,132087,43523,0.32950252485104514,134.95654927839536,44771.4842140369,21750852,4.099999904632568,408672631.7
Australia,AUS,2010,132798,44010,0.3314055934577328,132.9678768410447,44991.7837148741,22154687,4,406752772.7
Austria,AUT,1990,80361,20644,0.25689078035365415,175.3871373498679,37440.8371224764,7723954,6.300000190734863,62292228.93
Austria,AUT,1991,80474,20747,0.25780997589283494,175.12039287714344,38344.6538588312,7772698,6.400000095367432,65899677.65
Austria,AUT,1992,80264,20787,0.2589828565733081,174.18452975353011,38718.93304962,7830938,6.099999904632568,60431459.18
Austria,AUT,1993,79716,20731,0.2600607155401676,172.8109222234453,38603.2585486016,7892089,5.800000190734863,60787739.13
Austria,AUT,1994,78687,20543,0.2610723499434468,169.82568314394592,39378.7061153852,7947215,5.900000095367432,61190346.75
Austria,AUT,1995,78819,20605,0.2614217384133267,167.9003599651341,40367.4710458506,7990113,5.599999904632568,64205950.22
Austria,AUT,1996,78598,20558,0.26155881829054173,165.9651491664382,41260.1714020034,8017852,5.400000095367432,67673887.44
Austria,AUT,1997,77386,20411,0.26375571808854315,162.9517103451434,42076.2876519581,8032873,5.699999809265137,67453011.31
Austria,AUT,1998,76787,20321,0.2646411501946944,160.62707688358756,43535.4217533188,8041054,6.400000095367432,67054364.04
Austria,AUT,1999,76340,20222,0.2648938957296306,157.80987517819014,44996.0545966818,8051116,6.599999904632568,65621004.96
Austria,AUT,2000,75674,20150,0.2662737532045352,154.52750948730937,46403.2776992589,8069276,6.5,66261743.06
Austria,AUT,2001,74291,19938,0.2683770577862729,150.9340730346106,46811.746772924,8097755,6.300000190734863,70390857.43
Austria,AUT,2002,74661,20079,0.2689355888616547,149.7229652026266,47351.3346982706,8134403,4.800000190734863,72146538.21
Austria,AUT,2003,74693,20229,0.27082859170203366,148.80026831627396,47564.8638976916,8175855,4.599999904632568,77764249.22
Austria,AUT,2004,73266,20105,0.27441105014604317,145.4532192675014,48563.5886574222,8216809,4.599999904632568,78052545.98
Azerbaijan,AZE,1990,56504,6953,0.12305323516919156,131.82352243137032,7758.15403607236,7242758,4.400000095367432,63052952.43
Azerbaijan,AZE,1991,58749,7121,0.1212105737970008,132.24993486023882,7585.17951719775,7357945,5.199999809265137,60800253.65
Azerbaijan,AZE,1992,65131,7429,0.1140624280296633,135.53598943864637,5782.65027681675,7471924,3.799999952316284,56175802.12
Azerbaijan,AZE,1993,66547,7553,0.11349873022074623,136.38563459067353,4379.81407803336,7581754,1.100000023841858,48408341.95
Azerbaijan,AZE,1994,68671,7638,0.11122599059282666,137.0446455663936,3469.77031647845,7683704,3.299999952316284,41946559.46
Azerbaijan,AZE,1995,64876,7457,0.11494235156298169,133.41638785014192,3025.29387687973,7775418,3.299999952316284,33311115.77
Azerbaijan,AZE,1996,63092,7324,0.11608444810752552,129.5874877262721,3033.830388279,7855558,3.299999952316284,31241610.46
Azerbaijan,AZE,1997,61807,7217,0.1167667092724125,126.2679823888013,3178.97739607155,7925668,3.400000095367432,29803859.9
Azerbaijan,AZE,1998,61487,7205,0.11717924114040366,124.32056707135004,3463.84200968233,7989903,3.200000047683716,31665041.51
Belarus,BLR,1990,106207,19783,0.18626832506331975,154.35406167003782,8895.47651248387,10151135,4.300000190734863,104134684
Belarus,BLR,1991,110531,20712,0.18738634410255947,159.77559494896684,8784.42045113033,10160785,4.699999809265137,97040059.43
Belarus,BLR,1992,114424,21466,0.187600503390897,164.0181226907871,7924.01489322442,10154338,4.699999809265137,89990445.67
Belarus,BLR,1993,124609,23041,0.18490638717909622,174.3638044936188,7305.34258331295,10135133,4.599999904632568,77615578.65
Belarus,BLR,1994,126430,22872,0.18090643043581428,171.73783356637327,6458.18614237422,10108280,4.800000190734863,64372957.01
Belarus,BLR,1995,130568,23097,0.17689632988174744,172.1169905676045,5805.26691258759,10077606,4.800000190734863,57947489.38
Belarus,BLR,1996,129627,22911,0.1767455854104469,169.5433778788453,5987.78568941429,10044854,5.099999904632568,59202274.22
Belarus,BLR,1997,131962,23124,0.17523226383352783,169.96758454181767,6698.74456753512,10009393,5.199999809265137,62545835.56
Belarus,BLR,1998,134549,23255,0.1728366617366164,170.12862267622438,7296.05459067832,9969986,5.400000095367432,59407818.58
Belgium,BEL,1990,99749,30372,0.30448425548125796,199.10763486698696,35506.2392661362,10006545,6,120484399.3
Belgium,BEL,1991,99087,30386,0.30665980401061693,196.7617826164235,36022.9870333569,10039450,6.099999904632568,123544709.4
Belgium,BEL,1992,99610,30656,0.3077602650336312,196.16837696047503,36426.2880979906,10078098,5.900000095367432,122657810.6
Belgium,BEL,1993,100407,30786,0.30661208879858975,194.8088154048676,35935.2618401675,10118684,5.599999904632568,121557284.5
Belgium,BEL,1994,99953,30662,0.3067641791642072,191.8073526101434,36980.7331576015,10155909,5.5,124938189
Belgium,BEL,1995,100248,30665,0.3058913893544011,189.15261167599644,37783.418562422,10186304,6,126082964.2
Belgium,BEL,1996,99948,30236,0.30251730900068036,184.09266583868737,38207.9791308757,10208265,6.300000190734863,129583624.6
Belgium,BEL,1997,99616,30104,0.3022004497269515,181.09606933009485,39561.6072371458,10223785,6.400000095367432,124046824.6
Belgium,BEL,1998,99694,29951,0.30042931369992176,178.1309001363212,40251.6898056164,10237298,6.699999809265137,130285112.6
Belgium,BEL,1999,99731,29781,0.29861326969548085,174.86556655627516,41582.292537444,10255161,6.800000190734863,124745701.4
Belgium,BEL,2000,99652,29465,0.295678962790511,170.37953312073432,43023.30716339,10282046,7,126794789.3
Belgium,BEL,2001,98959,29228,0.29535464182136034,166.71933216609065,43347.0501969365,10319026,6.199999809265137,126129005.9
Belgium,BEL,2002,99649,29290,0.29393170026794047,164.8235305964887,43889.7485927091,10364879,7,126444626.4
Belgium,BEL,2003,99373,28978,0.2916083845712618,160.99997559071565,44160.0566799357,10419029,7,127953184.7
Belgium,BEL,2004,97386,28815,0.2958844187049473,157.7428719572779,45539.5854609401,10480118,6.699999809265137,129040882.7
Belgium,BEL,2005,97319,28840,0.29634500971033406,155.41180284192646,46341.2896407062,10546885,6.5,125638201.6
Belgium,BEL,2006,96192,28608,0.29740518962075846,151.77405049548574,47211.6639573888,10619484,6.800000190734863,124030888.5
Belgium,BEL,2007,96783,28739,0.29694264488598204,150.1281819747952,48589.4600517703,10697576,6,120611401.8
Belgium,BEL,2008,97698,28473,0.2914389240311982,146.3139732527526,48422.5782305146,10778764,5.5,120659010
Belgium,BEL,2009,98415,30055,0.3053904384494234,151.44392324984923,47063.8790649801,10859934,5.699999809265137,107642367
Belgium,BEL,2010,98892,31062,0.31410023055454434,153.30914733233885,47971.6303134944,10938735,6.300000190734863,113582031.4
Belgium,BEL,2011,99727,31686,0.31772739579050807,153.50879572991323,48153.9390923805,11013860,5.199999809265137,104158641.9
Bulgaria,BGR,1990,111409,17101,0.153497473274152,142.0581120188832,12070.773969858,8841466,4.699999809265137,78672941.86
Bulgaria,BGR,1991,111578,16338,0.14642671494380613,134.29842983126446,11161.3535507334,8767000,6,60058049.46
Bulgaria,BGR,1992,115090,15793,0.13722304283604136,130.04675096092092,10461.3956150612,8676379,7.099999904632568,56839995.02
Bulgaria,BGR,1993,119588,14764,0.12345720306385256,122.96791610990998,10389.0850403384,8576042,7.5,57483412.74
Bulgaria,BGR,1994,124521,14494,0.11639803727885256,120.6313377495092,10613.9421095097,8474822,6,55936140.24
Bulgaria,BGR,1995,126972,14179,0.11167028951264846,117.19615519364176,10965.7080674866,8379305,6.400000095367432,57536986.81
Bulgaria,BGR,1996,129647,14043,0.10831719978094365,115.202864224134,11588.8397959077,8291969,7.599999904632568,57952542.89
Bulgaria,BGR,1997,133839,14245,0.10643384962529606,116.56129745536543,10004.7810373587,8211804,7.400000095367432,55181619.81
Bulgaria,BGR,1998,130472,14094,0.10802317738671899,114.76467721555636,10503.3700379475,8137669,7.199999809265137,52526259.83
Bulgaria,BGR,1999,126442,13925,0.11012954556239224,112.76863801738892,9687.74634236135,8067005,7.599999904632568,46096271.91
Bulgaria,BGR,2000,127086,14329,0.11275042097477299,115.25479212275576,10201.2781187994,7997951,7.599999904632568,45213926.4
Bulgaria,BGR,2001,125850,14747,0.11717918156535558,117.96817484274035,10803.6192901151,7930700,7.800000190734863,48923315.34
Bulgaria,BGR,2002,125110,15396,0.12305970745743745,122.38217578813672,11697.9536355983,7866242,8.899999618530273,46166363.77
Bulgaria,BGR,2003,124347,16310,0.13116520704158524,128.51286184410415,12398.4353645885,7804306,10,50414461.15
Bulgaria,BGR,2004,124457,17868,0.14356765790594342,139.64409010592254,13297.1135244978,7744630,9.399999618530273,49508639.44
Bulgaria,BGR,2007,126690,21077,0.16636672191964638,161.2048455020675,16583.9587844953,7576675,8.100000381469727,55637034.18
Bulgaria,BGR,2008,124916,21568,0.17266002753850587,164.1634254224828,17717.1218284588,7524084,8.800000190734863,53972792.56
Bulgaria,BGR,2009,123698,21896,0.17701175443418649,165.7136344387283,17229.8494817825,7473509,8.300000190734863,45707145.13
Bulgaria,BGR,2010,123746,22215,0.17952095421266143,166.8154931198268,17440.671883099,7425011,6.599999904632568,47792803.35
Bulgaria,BGR,2011,123157,22455,0.1823282476838507,167.50581738561704,17966.1580585619,7378652,5.699999809265137,53116467.41
Bulgaria,BGR,2012,121486,22437,0.18468794758243748,166.3462983982361,18134.9608435703,7334007,5.800000190734863,48269491.35
Bulgaria,BGR,2013,119568,22346,0.18688946875418172,164.98242853380262,18296.146891746,7290092,6,42586002.72
Bulgaria,BGR,2014,122981,22915,0.18632959562859303,168.92095842323204,18747.370050962,7245648,5.900000095367432,45142469.21
Canada,CAN,1990,183891,53929,0.2932661196034608,167.5779388192549,,27541323,7,463879790.7
Canada,CAN,1991,186376,55028,0.29525260763188393,166.54609438236403,,27888813,6.300000190734863,454627504.2
Canada,CAN,1992,189192,56088,0.29646073829760244,165.46431203528246,,28224410,6.400000095367432,468864767.5
Canada,CAN,1993,194059,57495,0.29627587486279944,165.41160711628146,,28547964,6,467879575.2
Canada,CAN,1994,196911,58360,0.29637755127951204,164.01536770116297,,28860734,6.599999904632568,483058456.9
Canada,CAN,1995,200397,59509,0.2969555432466554,163.26272947061793,,29164153,5.900000095367432,495664515.6
Canada,CAN,1996,202136,60279,0.29821011596153085,161.3565735491749,,29457820,6.199999809265137,510556786.4
Canada,CAN,1997,203654,61052,0.29978296522533315,159.42906593022892,34034.4551755858,29742378,5.800000190734863,525253071.6
Canada,CAN,1998,205896,62095,0.30158429498387535,158.14139714877558,34697.0905797393,30022078,5.800000190734863,534236497.5
Canada,CAN,1999,206541,62822,0.3041623696989944,156.13645279057127,35782.6902642664,30302511,5.699999809265137,550043150.2
Canada,CAN,2000,206499,63646,0.3082145676250248,154.2559918796324,37194.3956032859,30588379,5.300000190734863,572530740
Canada,CAN,2001,207457,64211,0.3095147428141735,151.693273109216,37309.6497953194,30880072,5,564635320.1
Canada,CAN,2002,209789,65032,0.3099876542621396,149.623662252266,38169.1063580352,31178260,4.400000095367432,570885097.8
Canada,CAN,2003,211790,66785,0.31533594598422965,149.5703086976601,39268.2124283808,31488046,4.199999809265137,587596290.5
Canada,CAN,2004,212408,68084,0.3205340665135023,148.4713606708835,40426.2313340311,31815490,4,585832799.3
Canada,CAN,2005,214362,69538,0.3243951819818811,147.47359258913937,42046.8695832654,32164313,3.700000047683716,576801628.7
Canada,CAN,2006,214744,70821,0.3297926833811422,146.096058564995,43358.1823908414,32536994,3.400000095367432,570487642.1
Canada,CAN,2007,218111,72965,0.33453150001604687,146.17172345086573,45888.4763265252,32930795,3.200000047683716,594140241.8
Canada,CAN,2008,220343,74584,0.3384904444434359,145.1375816768245,45851.6302484565,33337638,3,574805870.6
Canada,CAN,2009,220984,75628,0.34223292184049525,143.0623921227944,44003.6170419636,33746093,3.099999904632568,540518686.7
Canada,CAN,2010,222369,76141,0.3424083392918977,139.96233841105015,44861.5239641879,34147566,3.5,555459693.7
Croatia,HRV,1993,50664,11552,0.2280120006316122,179.16287551414823,,4697537,6.800000190734863,17103715.58
Croatia,HRV,1994,49796,11486,0.23066109727688971,176.28089248575083,,4657800,6.800000190734863,16361217.01
Croatia,HRV,1995,51212,11539,0.22531828477700538,174.67703970427533,15002.6487512464,4616763,6.800000190734863,17040096.64
Croatia,HRV,1996,51323,11820,0.23030610057868792,177.58107320576676,16108.025999519,4574888,8,17629209.16
Croatia,HRV,1997,52184,12103,0.23192932699678062,180.26852912852976,17190.921067359,4532405,6.699999809265137,18692941.57
Croatia,HRV,1998,51697,11965,0.23144476468653888,176.8380825186466,17595.5301149582,4491906,7.199999809265137,19398242.43
Croatia,HRV,1999,51247,11791,0.2300817608835639,172.74786667395466,17504.1754529296,4456446,7,20241737.06
Croatia,HRV,2000,49982,11266,0.2254011444119883,163.0723653204594,18183.5881144119,4428075,6.400000095367432,19815735.27
Croatia,HRV,2001,49431,11150,0.2255669519127673,159.82704628842484,19455.7815687732,4408073,6.300000190734863,20966698
Croatia,HRV,2002,49969,11461,0.22936220456683143,162.37928963422206,20548.4106590796,4395802,5.5,22053970.71
Croatia,HRV,2003,50873,12149,0.2388103709236727,169.9333568107387,21700.2987445833,4388909,5.400000095367432,23386284.52
Croatia,HRV,2004,49379,12124,0.24552947609307602,167.76299775337284,22595.5483294729,4383877,4.900000095367432,23044755.76
Croatia,HRV,2005,50398,12627,0.25054565657367356,172.73776146166668,23538.7544252511,4378066,5.400000095367432,23489533.94
Croatia,HRV,2006,49714,12603,0.25351007764412437,170.49931034974307,24708.2992912917,4370782,5.900000095367432,23725639
Croatia,HRV,2007,50831,12975,0.2552576183824831,173.22459433469115,25966.0969395053,4362427,6.5,25056225.05
Croatia,HRV,2008,51556,13740,0.26650632322135154,181.1142524513889,26460.8959793295,4352639,6.099999904632568,23785297.02
Croatia,HRV,2009,50146,13729,0.2737805607625733,178.37893669963907,24548.7918388197,4341261,4.300000190734863,21995506.09
Croatia,HRV,2010,50214,13838,0.2755805153941132,177.24436873818547,24280.6026929712,4328163,4.900000095367432,21245083.26
Croatia,HRV,2011,49820,13947,0.2799478121236451,176.4370812248852,24316.2479790563,4313098,5,20801673.51
Croatia,HRV,2012,49857,14144,0.28369135728182604,176.34388379589933,23807.3155946951,4295869,5,19242973.03
Croatia,HRV,2013,48698,13916,0.2857612222267855,171.00085872525412,23766.9760398631,4276593,4.699999809265137,18588178.03
Czechia,CZE,1993,113054,27175,0.2403718576963221,198.1392235171128,20760.0542509881,10358694,5.300000190734863,137962666.6
Czechia,CZE,1994,112214,27466,0.24476446789170692,198.59968760108063,21356.3127969696,10360964,6.699999809265137,131532508.7
Czechia,CZE,1995,113252,28140,0.2484724331579133,201.0108916723707,22758.5968118404,10358190,6.800000190734863,131972060.9
Czechia,CZE,1996,109128,27674,0.2535921120152482,195.22174214247323,23756.9783859253,10350302,7.400000095367432,134648713.8
Czechia,CZE,1997,109508,27994,0.25563429155860756,195.0884347178335,23659.3207939067,10338346,7.900000095367432,130849714.1
Czechia,CZE,1998,105983,27337,0.2579375937650378,188.03079753339404,23597.3061804104,10323244,6.099999904632568,125125662.6
Czechia,CZE,1999,105638,27241,0.25787122058350215,184.7564020786852,23948.3850340351,10306404,6.900000095367432,116441581.7
Czechia,CZE,2000,106436,27253,0.2560505843887407,182.37960071173785,24976.5063182959,10289374,6.199999809265137,126896914.3
Czechia,CZE,2001,105998,26126,0.24647634861035114,172.76015238073342,25833.4146699938,10271019,5.400000095367432,126666372.5
Czechia,CZE,2002,105819,27633,0.26113457885634905,180.38184083077323,26289.6261389536,10252264,6.199999809265137,123598029.5
Czechia,CZE,2003,108601,29092,0.2678796696163019,187.28405980509115,27239.5594440384,10239131,7.5,127048374.1
Czechia,CZE,2004,105445,28922,0.2742851723647399,183.2628960643347,28542.2548172745,10239444,7.599999904632568,127759325.4
Czechia,CZE,2005,105622,29301,0.27741379636818086,182.22190582129844,30384.4466487841,10258165,7.599999904632568,125294530.7
Czechia,CZE,2006,102862,28996,0.28189224397736773,176.7863181177647,32352.8129664551,10298609,6.400000095367432,126380290.9
Czechia,CZE,2007,102632,29302,0.2855054953620703,175.0357459205991,33956.2459846788,10357535,6.699999809265137,128180733.9
Czechia,CZE,2008,103473,29797,0.28796884211340157,174.4150211344561,34580.4433462984,10425267,6.300000190734863,122933867.9
Czechia,CZE,2009,103553,29883,0.28857686402132243,171.3479602470293,32782.6123492193,10488155,6,115255283.6
Czechia,CZE,2010,104227,30170,0.2894643422529671,169.51497665320232,33483.137594809,10536514,5.5,117495552.1
Czechia,CZE,2011,105182,30026,0.2854670951303455,165.34622002461774,34002.1897752206,10566512,5.099999904632568,115023302.1
Czechia,CZE,2012,105698,29843,0.2823421446006547,161.0283446504606,33688.0998344582,10581302,5.300000190734863,110914080.3
Czechia,CZE,2013,106111,29659,0.27950919320334366,156.92085926936622,33661.4684161727,10586529,4.099999904632568,106401191.6
Czechia,CZE,2014,104955,29145,0.27769043875946836,151.284744005165,34386.7049143977,10591104,4.400000095367432,104060306.6
Denmark,DNK,1990,56986,15158,0.26599515670515567,189.67686641324656,39027.9787365148,5141117,5.699999809265137,53600874.68
Denmark,DNK,1991,56931,15218,0.26730603713266937,189.04102184995767,39469.3228084159,5154906,5.699999809265137,64220944.47
Denmark,DNK,1992,57734,15459,0.2677624969688572,190.72543069836385,40108.8919453015,5171654,5.699999809265137,58413375.2
Denmark,DNK,1993,58480,15761,0.2695109439124487,193.2437878162177,39979.7573849561,5190745,5.599999904632568,60653414.6
Denmark,DNK,1994,59130,16219,0.27429392863182817,197.73817431252425,41969.6887111547,5211334,5.5,64715175.9
Denmark,DNK,1995,59223,16475,0.278185839960826,199.8185592696464,43015.6775097607,5232709,5.5,61628495.15
Denmark,DNK,1996,58032,16484,0.2840501792114695,198.78436190411227,44013.3855851544,5254857,5.400000095367432,74877499.12
Denmark,DNK,1997,56668,16415,0.289669654831651,196.6570640306641,45260.1371186812,5277713,5.400000095367432,65469575.91
Denmark,DNK,1998,55235,16320,0.295464832081108,193.9198351556536,46096.3697234041,5300380,5.400000095367432,61229414.93
Denmark,DNK,1999,55609,16498,0.29667859519142586,194.4170654080784,47298.5373518437,5321771,5.599999904632568,58649506.28
Denmark,DNK,2000,54566,16384,0.30026023531136603,190.69814089298032,48907.0114021027,5341192,6.400000095367432,54307550.56
Denmark,DNK,2001,55294,16572,0.29970702065323546,190.44096056357463,49133.2231026505,5358059,6.199999809265137,55880752.14
Denmark,DNK,2002,55590,16713,0.30064759848893685,190.2017728408727,49204.8990055345,5372798,6.099999904632568,55551688.18
Denmark,DNK,2003,54807,16713,0.30494279927746454,188.4240696873816,49262.6449732556,5386968,6.400000095367432,60635258.35
Denmark,DNK,2004,53801,16759,0.3114997862493262,186.97331843560363,50446.5416048985,5402754,6.300000190734863,55110133.46
Denmark,DNK,2005,52851,16753,0.31698548750260164,184.58341008668108,51483.273786293,5421701,5.900000095367432,51532074.05
Denmark,DNK,2006,52864,16992,0.32142857142857145,184.72266490095257,53322.2889991783,5444293,6,59438879.3
Denmark,DNK,2007,52829,17172,0.32504874216812735,184.20381546476457,53569.0280238008,5469920,5.599999904632568,54657107.28
Denmark,DNK,2008,52272,17285,0.3306741659014386,182.65180546357712,52982.5317373493,5497731,5.5,51210598.01
Denmark,DNK,2009,52179,17514,0.33565227390329444,182.1463179131632,50114.0500523227,5526389,5.5,48823493.8
Denmark,DNK,2010,51558,17632,0.34198378525156137,180.4701791913569,50825.4122929358,5554849,5.400000095367432,49292274.56
Estonia,EST,1990,18422,3486,0.1892302681576376,172.76188954112982,,1565246,4.300000190734863,37068977.48
Estonia,EST,1991,19020,3605,0.18953732912723448,178.21554771063927,,1548220,4.699999809265137,34037705
Estonia,EST,1992,18789,3535,0.18814199797754005,174.23600029916423,,1520811,4.800000190734863,24514590.79
Estonia,EST,1993,20026,3742,0.18685708578847499,184.28986073983043,,1488060,4.900000095367432,19066027.57
Estonia,EST,1994,21123,3896,0.1844434976092411,192.7299253463019,,1457090,5,19900974.39
Estonia,EST,1995,19949,3685,0.18472103864855383,183.21378054794005,12738.0397427532,1433026,5,18203993.21
Estonia,EST,1996,17784,3314,0.18634727845254162,164.67947463930156,13565.4574200204,1417741,5.300000190734863,18925430.33
Estonia,EST,1997,17688,3347,0.1892243328810493,164.8922648026738,15511.2441834932,1409678,5.400000095367432,18482320.57
Estonia,EST,1998,18474,3525,0.19080870412471582,171.84867621022147,16339.1230488127,1406350,5.400000095367432,16909588.86
Estonia,EST,1999,17702,3407,0.19246412834707943,164.39700855336167,16225.3530254419,1403784,5.400000095367432,15727068.82
Estonia,EST,2000,17671,3439,0.19461264218210628,164.2425025852531,17778.9655754809,1399111,4.800000190734863,15362207.36
Estonia,EST,2001,18211,3576,0.19636483444072264,169.35490128112974,18962.4768450013,1391739,5.099999904632568,15707868.32
Estonia,EST,2002,17709,3549,0.20040657292901914,166.21412353163674,20381.0715821163,1382737,5.5,15233321.73
Estonia,EST,2003,17370,3545,0.2040875071963155,164.03701978680235,22061.2718205367,1372904,5.099999904632568,17087248.52
Estonia,EST,2004,17104,3589,0.20983395696913001,164.29658192004464,23695.4929298202,1363570,5.400000095367432,17286590.62
Estonia,EST,2005,16852,3622,0.21492997863755045,164.39555460788597,26093.1591109829,1355650,5.599999904632568,17136321.46
Estonia,EST,2006,16767,3711,0.22132760780103775,166.85795418527783,28798.4026229086,1349373,5.199999809265137,16439189.16
Estonia,EST,2007,16946,3870,0.22837247728077423,171.78624439571948,31121.1197640419,1344295,5.300000190734863,20071647.7
Estonia,EST,2008,16099,3795,0.2357289272625629,165.98786893788653,29616.6905059021,1340067,5.099999904632568,17872650.45
Estonia,EST,2009,15710,3832,0.2439210693825589,164.87663259348997,25390.753967296,1336140,5.099999904632568,14609067.15
Estonia,EST,2010,14867,3695,0.24853702831775074,156.59795926067991,26133.3818108942,1332103,4.800000190734863,19014857.92
Estonia,EST,2011,15155,3809,0.2513361926756846,159.56935807172297,28159.5802675351,1327701,4.599999904632568,19097197.34
Estonia,EST,2012,15156,3806,0.25112166798627605,157.2307866481862,29139.5270164549,1323163,4.699999809265137,17938059.04
Estonia,EST,2013,14843,3740,0.25197062588425523,151.8433040203713,29637.087377055,1319068,4.5,19695596.98
Estonia,EST,2014,15114,3838,0.25393674738652905,153.94576055218354,30602.5954941753,1316273,4.5,18903840.17
Finland,FIN,1990,47469,10337,0.2177631717541975,145.90217427435894,32939.3832880618,4996220,5.300000190734863,56966986.68
Finland,FIN,1991,47312,10386,0.21952147446736558,144.12923761875072,30831.6088058571,5019134,5.199999809265137,55225267.32
Finland,FIN,1992,47753,10537,0.22065629384541285,143.97822337820213,29648.7439434243,5044928,5.199999809265137,54280474.65
Finland,FIN,1993,47778,10592,0.22169199213026916,142.54732758130947,29310.3070704183,5071782,4.699999809265137,56348524.02
Finland,FIN,1994,46473,10445,0.2247541583284918,138.6303889763101,30340.8238404135,5097090,4.400000095367432,61711568.31
Finland,FIN,1995,46946,10591,0.2255996251011801,138.12143720580283,31499.80577579,5119012,4,58141560
Finland,FIN,1996,47122,10659,0.22620007639743644,136.36512047216047,32548.0151553704,5136984,4.300000190734863,64058350.01
Finland,FIN,1997,47357,10749,0.22697806026564182,135.44057053616396,34506.7718790729,5151740,4.199999809265137,62718271.1
Finland,FIN,1998,47211,10800,0.22876024655271018,133.84820213554707,36293.3915600144,5164236,4.199999809265137,59375064.98
Finland,FIN,1999,47140,10813,0.2293805685193042,131.96997115663993,37795.0577604714,5175921,4.300000190734863,58898261.66
Finland,FIN,2000,47226,10883,0.23044509380426037,130.41091579113248,39894.1944569685,5187953,4,57041531.95
Finland,FIN,2001,46945,10975,0.23378421557141335,128.75743332172516,40842.3417724243,5200475,4.199999809265137,62539274.13
Finland,FIN,2002,47150,11136,0.23618239660657475,128.36001709750627,41439.019233448,5213368,4.199999809265137,65061819.8
Finland,FIN,2003,46994,11285,0.24013703877090692,127.6949717010531,42168.6934671901,5227106,4,72658369.77
Finland,FIN,2004,46675,11408,0.24441349758971612,126.85283969987684,43724.9661225981,5242175,4,68961595.52
Finland,FIN,2005,46641,11534,0.2472931540918934,125.42490311721498,44786.9096643071,5258933,4.099999904632568,57045015.54
